TOSPCD,TOSPDSC
SD808H,"HEART, SIMPLE CONGENITAL OPEN-HEART SURGERY (ATRIAL SEPTAL DEFECT & VENTRICULAR SEPTAL DEFECT)"
SD809H,"HEART, CORONARY ARTERY DISEASE, CARDIAC CATHERISATION AND CORONARY ANGIOGRAM WITH/WITHOUT CORONARY GRAFT ANGIOGRAPHY"
SD810H,"HEART, CORONARY DISEASE, CORONARY ANGIOPLASTY (TRANSLUMINAL), WITH/WITHOUT ANGIOCARDIOGRAPHY"
SD811H,"HEART, CORONARY ANGIOGRAPHY"
SD813H,"HEART, CORONARY ARTERY BYPASS GRAFT AND VALVE SURGERY"
SD814H,"HEART, HEART BLOCK, REPLACEMENT OF TRANSVENOUS ELECTRODE"
SD815H,"HEART, HEART BLOCK/ARRHYTHMIA, INSERTION OF SINGLE CHAMBER PACEMAKER (PERMANENT)"
SD816H,"HEART, LEFT VENTRICULAR ANEURYSM, RESECTION WITHOUT CORONARY ARTERY BYPASS"
SD817H,"HEART, PATENT DUCTUS ARTERIOSUS, LIGATION"
SD818H,"HEART, PERICARDIAL DISEASE, PERICARDIECTOMY"
SD819H,"HEART, PERICARDIAL EFFUSION, PARACENTESIS"
SD820H,"HEART, PERICARDIAL EFFUSION, TRANSTHORACIC DRAINAGE"
SD821H,"HEART, PROXIMAL AORTIC ANEURYSM, AORTIC ROOT REPLACEMENT WITH CORONARY ARTERY REIMPLANTATION"
SD822H,"HEART, PULMONARY INCOMPETENCE, PULMONARY ARTERY BANDING"
SD823H,"HEART, PULMONARY VALVE LESIONS, BALLOON VALVULOPLASTY"
SD824H,"HEART, VARIOUS LESIONS, OPEN HEART SURGERY (ONE PROCEDURE)"
SD825H,"HEART, VARIOUS LESIONS, OPEN HEART SURGERY ON COMBINED SURGERY, TWO PROCEDURES AT ONE SITTING"
SD826H,"HEART, VARIOUS LESIONS, ANEURYSMECTOMY AND/OR COMBINED VALVE REPLACEMENT AND/OR REPAIR AND CORONARY BYPASS GRAFTING"
SD827H,"HEART, VARIOUS LESIONS, BALLOON ATRIAL SEPTOSTOMY"
SD828H,"HEART, VARIOUS LESIONS, CARDIAC BIOPSY"
SD829H,"HEART, VARIOUS LESIONS, HEART TRANSPLANTATION"
SD830H,"HEART, VARIOUS LESIONS, RIGHT/LEFT HEART CATHETERIZATION"
SD832H,"HEART, VARIOUS LESIONS, RIGHT HEART CATHETERISATION WITH LEFT HEART CATHETERISATION (INDIRECT)"
SD833H,"HEART/LUNG, VARIOUS LESIONS, CARDIOPULMONARY PERFUSION"
SD834H,"HEART/LUNG, VARIOUS LESIONS, HEART AND LUNG TRANSPLANTATION"
SD835H,"HEART-ATRIUM, ARRHYTHMIA, ARRHYTHMIA SURGERY"
SD836H,"HEART-VENTRICLE, ARRHYTHMIA, ARRHYTHMIA SURGERY"
SD838H,"HEART, PERCUTANEOUS ABLATION OF ARRHYTHMIA CIRCUITS OR FOCI, OR ISOLATION PROCEDURE INVOLVING BOTH ATRIAL CHAMBERS AND INCLUDING CURATIVE PROCEDURES FOR ATRIAL FIBRILLATION AND/OR ALL ASSOCIATED LECTROPHYSIOLOGICAL STUDIES PERFORMED ON THE SAME DAY"
SD839H,"HEART, MAPPING AND PERCUTANEOUS ABLATION OF VENTRICULAR ARRHYTHMIA CIRCUITS OR FOCI, INCLUDING ALL ASSOCIATED ELECTROPHYSIOLOGICAL STUDIES PERFORMED ON THE SAME DAY"
SD840H,"HEART, CORONARY GRAFT ANGIOGRAPHY WITH/WITHOUT ANGIOGRAPHY OF NATIVE CORONARY ARTERIES"
SD700S,"SURFACE LESIONS, ANGIOSARCOMA, WITH BIOPSY"
SD700V,"VEIN (SMALL), INJURY, REPAIR (SINGLE)"
SD701V,"VEIN, PSEUDOANEURYSM, THROMBIN INJECTION"
SD702V,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN (ENDOSCOPIC)"
SD703V,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF SINGLE DEEP PERFORATOR (ENDOSCOPIC)"
SD704V,"VEIN, CENTRAL VEINS (SUPERIOR VENA CAVA, BRACHIOCEPHALIC VEINS, INFERIOR VENA CAVA, ILIAC VEINS) VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY"
SD705V,"VEIN, HEPATIC, PORTAL HYPERTENSION, DIAGNOSTIC HEPATIC VENOGRAPHY WITH OR WITHOUT PRESSURE MEASUREMENTS"
SD706V,"VEIN, PERIPHERAL VEINS (UPPER/LOWER LIMBS/DIALYSIS ARTERIOVENUS FISTULA/ARTERIOVENUS GRAFT FISTULA), VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY"
SD707V,"VEIN, (SPIDER VEINS), INJECTION <3 HAND-SIZE AREA"
SD708V,"VEIN, CATHETER BLOCKAGE, FIBRINSHEATH STRIPPING OR DISRUPTION"
SD709V,"VEIN, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT"
SD710V,"VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), DIFFICULT"
SD711V,"VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE"
SD712V,"VEIN, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS, WITH OR WITHOUT ANGIOPLASTY/STENTING"
SD713V,"VEIN, VARICOSE VEINS, IMAGING GUIDED ENDOVENOUS LASER TREATMENT, 1 LEG"
SD714V,"VEIN, VARICOSE VEINS, IMAGING GUIDED ENDOVENOUS LASER TREATMENT, 2 LEGS"
SD715V,"VEIN, VARICOSITIES (RECURRENT) SURGERY"
SD716V,"VEIN, VARICOSITIES, ENDOVASCULAR LASER TREATMENT (1 LEG)"
SD717V,"VEIN, BLEEDING VARICOSITIES/VASCULAR MALFORMATION, IMAGE GUIDED SCLEROTHERAPY INJECTION"
SD718V,"VEIN, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT/STENT PLACEMENT"
SD720V,"VEIN, VARIOUS LESIONS, IMAGING GUIDED INSERTION OF NON TUNNELLED CENTRAL VENOUS CATHETER"
SD721V,"VEIN, VARIOUS LESIONS, IMAGING GUIDED INSERTION OF TUNNELLED CENTRAL VENOUS CATHETER"
SD722V,"VEIN, VARIOUS LESIONS, IMAGING GUIDED PERIPHERAL INSERTION OF CENTRAL CATHETER (PICC)"
SD723V,"VEIN, VARIOUS LESIONS, IMAGING GUIDED VENOUS PORT INSERTION"
SD724V,"VEIN, VARIOUS LESIONS, INSERTION OF INFERIOR VENA CAVAL FILTER"
SD725V,"VEIN, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF MORE THAN 2 VESSELS"
SD726V,"VEIN, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION OF 1 TO 2 VESSELS"
SD727V,"VEIN, VARIOUS LESIONS, RETRIEVAL OF INFERIOR VENA CAVAL FILTER"
SD728V,"VEIN,(SPIDER VEINS), INJECTION 3 OR MORE HAND-SIZE AREA"
SD800V,"VEIN (DISTAL EXTREMITY/DIGIT), VARIOUS LESIONS, MICROVASCULAR REPAIR"
SD801V,"VEIN (LARGE), VARIOUS LESIONS, LIGATION"
SD802V,"VEIN (MAJOR), TRAUMA, REPAIR"
SD803V,"VEIN, ARTERIO-VENOUS FISTULA, DISSECTION AND LIGATION"
SD804V,"VEIN, VARICOSITY, BILATERAL STRIPPING/EXCISION/MULTIPLE LIGATIONS"
SD805V,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG AND SHORT SAPHENOUS VEIN"
SD806V,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF SHORT SAPHENOUS VEIN"
SD807V,"VEIN, VARICOSITY, HIGH LIGATION OF SHORT SAPHENOUS VEIN AT SAPHENO-POPLITEAL JUNCTION"
SD808V,"VEIN, VARICOSITY, MULTIPLE LIGATIONS WITH/WITHOUT LOCAL STRIPPING/EXCISION"
SD809V,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF SINGLE DEEP PERFORATOR"
SD810V,"VEIN, VARIOUS LESIONS, BYPASS/GRAFT"
SD811V,"VEIN, VARIOUS LESIONS, INSERTION OF CENTRAL VENOUS LINE"
SD812V,"VEIN, VARIOUS LESIONS, INTRA-ARTERIAL INFUSION OF ARTERIES OF NECK/THORAX/ABDOMEN"
SD813V,"VEIN, VARIOUS LESIONS, LIGATION (INCLUDE REPAIR OF ARTIFICIAL ARTERIO-VENOUS FISTULA)"
SD814V,"VEIN, VARIOUS LESIONS, SAPHENOL FEMORAL/ACCELOFEMORAL BYPASS GRAFT"
SD815V,"VEIN-PORTAL, PORTAL HYPERTENSION, BYPASS"
SD816V,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF MULTIPLE PERFORATOR (ENDOSCOPIC)"
SD817V,"VENA CAVA INFERIOR, VARIOUS LESIONS, PLICATION/LIGATION"
SD800Z,ORGAN PROCUREMENT COSTS: HEART
SD801Z,ORGAN PROCUREMENT COSTS: LUNG
SE700L,"LYMPH NODE (AXILLARY), VARIOUS LESIONS, RADICAL EXCISION/CLEARANCE WITH OR WITHOUT SENTINEL LYMPH NODE BIOPSY"
SE701L,"LYMPH NODE (AXILLARY), VARIOUS LESIONS, SENTINEL LN BIOPSY ONLY"
SE702L,"LYMPH NODE (CERVICAL), DEEP, VARIOUS LESIONS, BIOPSY"
SE703L,"LYMPH NODE (CERVICAL), SUPERFICIAL, VARIOUS LESIONS, BIOPSY"
SE704L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION BILATERAL 3 OR LESS LEVELS"
SE705L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION BILATERAL AT LEAST WITH ONE SIDE 4 TO 5 LEVELS"
SE706L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION UNILATERAL 4-5 LEVELS"
SE707L,"LYMPH NODE (PELVIC) DISSECTION, MIS/OPEN"
SE708L,"LYMPH NODE (SINGLE), VARIOUS LESIONS, EXCISION BIOPSY (MIS)"
SE709L,"LYMPHATICS (UPPER LIMB), LYMPHANGIOMA, EXCISION"
SE710L,LYMPH NODE EXCISION FOR MYCOBACTERIUM AVIARE INTRACELLULARE SCROPHYLLORIUM
SE711L,"LYMPH NODE, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY, DEEP (INTRATHORACIC/ABDOMINAL/PELVIC,RETROPERITONEAL)"
SE712L,"LYMPH NODE, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY, SUPERFICIAL"
SE713L,"LYMPH NODE, VARIOUS LESIONS, BIOPSY"
SE714L,"LYMPHATICS AND SUBCUTANEOUS TISSUE, LYMPHEDEMA, MAJOR EXCISION AND GRAFTING"
SE715L,"LYMPH NODE (CERVICAL), RADICAL WITH FLAP RECONSTRUCTION"
SE716L,"LYMPH NODE (RETROPHARYNGEAL), NECK DISSECTION (OPEN/TRANSORAL)"
SE800L,"LYMPH NODE (AXILLARY), VARIOUS LESIONS, LIMITED EXCISION/BIOPSY"
SE803L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION UNILATERAL 1-3 LEVELS"
SE804L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, RADICAL NECK DISSECTION"
SE805L,"LYMPH NODE (INGUINAL), VARIOUS LESIONS, LIMITED EXCISION"
SE806L,"LYMPH NODE (INGUINAL), VARIOUS LESIONS, RADICAL EXCISION"
SE807L,"LYMPH NODE (RETROPERITONEAL), VARIOUS LESIONS, LIMITED EXCISION"
SE808L,"LYMPH NODE (SINGLE), VARIOUS LESIONS, ASPIRATION/BIOPSY"
SE809L,"LYMPH NODE (SINGLE), VARIOUS LESIONS, EXCISION BIOPSY"
SE810L,"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (LARGE)"
SE811L,"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (MODERATE)"
SE812L,"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (SMALL)"
SE813L,"LYMPHATICS, CYSTIC HYGROMA, EXCISION (EXTENSIVE) WITH/WITHOUT THORACOTOMY"
SE814L,"LYMPHATICS, LYMPHANGIECTASIS, LIMITED EXCISION"
SE815L,"LYMPHATICS, LYMPHANGIECTASIS, RADICAL EXCISION"
SE816L,"LYMPHATICS, LYMPHEDEMA, EXCISION (EXTENSIVE AND COMPLEX)"
SE817L,"LYMPHATICS, LYMPHEDEMA, EXCISION (LARGE & DEEP SEATED)"
SE818L,"LYMPHATICS, LYMPHEDEMA, EXCISION (LARGE)"
SE819L,"LYMPHATICS, LYMPHEDEMA, EXCISION (MODERATE)"
SE820L,"LYMPHATICS, LYMPHEDEMA, EXCISION (SMALL)"
SE821L,"LYMPHATICS, LYMPHEDEMA, LYMPHO- VENOUS/LYMPHATICO-VENULAR ANASTOMOSES, UNILATERAL(MICROSURGERY)"
SE822L,"LYMPHATICS, LYMPHEDEMA, MAJOR EXCISION & GRAFTING"
SE823L,"LYMPHATICS, LYMPHEDEMA, THOMSON'S PROCEDURE"
SE800M,"MARROW, FOR VARIOUS LESIONS, HARVESTING & GRAFTING"
SE801M,"MARROW, VARIOUS LESIONS, DIAGNOSTIC ASPIRATION"
SE800S,"SPLEEN, HYPERSPLENISM/MASSIVE ENLARGEMENT, SPLENECTOMY (MIS/OPEN)"
SE801S,"SPLEEN, TRAUMA, CONSERVATION"
SE802S,"SPLEEN, TRAUMA, SPLENECTOMY"
SE803S,"SPLEEN, VARIOUS NON-TRAUMATIC LESIONS, SPLENECTOMY (MIS/OPEN)"
SF701A,"ABDOMEN/PELVIS, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT/CHECK TUBE"
SF702A,"ABDOMEN/PELVIS, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY"
SF704A,"ABDOMEN, LAPAROTOMY, TRAUMA REOPERATION"
SF705A,"ABDOMEN, LAPAROTOMY, TRAUMA, DAMAGE CONTROL, HAEMOSTASIS, PACKING"
SF706A,"ABDOMEN, PERITONEAL CAVITY, ASCITES/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS ASPIRATION/DIAGNOSTIC TAP/CATHETER"
SF707A,"ABDOMEN, RETROPERITONEUM, ABSCESS, DRAINAGE WITH/WITHOUT LAPAROTOMY"
SF708A,"ABDOMEN, RETROPERITONEUM, TUMOR, REMOVAL"
SF709A,"ABDOMINAL CAVITY, RECURRENT ABDOMINAL TUMOR, RESECTION WITH COMPLETE ABDOMINOPELVIC PERITONECTOMY AND HYPERTHERMIC INTRAOPERATIVE CHEMOTHERAPY"
SF710A,"ABDOMEN, MAJOR/MULTIPLE ORGAN REPAIR (TRAUMA)"
SF711A,"ANAL INCONTINENCE, ARTIFICIAL BOWEL SPHINCTER INSERTION"
SF712A,"ANAL INCONTINENCE, COMPLEX PROCEDURES INCLUDING MUSCLE TRANSPOSITION"
SF713A,ANAL SPHINCTER BULKING INJECTION WITH OR WITHOUT RECTAL ULTRASOUND GUIDANCE
SF714A,ANGIOEMBOLISATION FOR TRAUMA
SF715A,"ANUS, ANO-RECTAL MALFORMATION, ANOPLASTY"
SF716A,"ANUS, ANO-RECTAL MALFORMATION (CLOACA/ABDOMINOPERINEAL)"
SF717A,"ANUS, ANO-RECTAL MALFORMATION, LIMITED POSTERIOR SAGITTAL ANORECTOPLASTY (PSARP)"
SF718A,"ANUS, ANO-RECTAL MALFORMATION, POSTERIOR SAGITTAL ANORECTOPLASTY (PSARP)"
SF719A,"ANUS, ANO-RECTAL MALFORMATION, ANORECTOPLASTY (MIS)"
SF720A,"ANUS, FISTULA-IN-ANO, INSERTION OF SETON"
SF721A,"ANUS, HEMORRHOIDS, TRANSANAL HAEMORRHOIDAL DEARTERIALIZATION (THD)"
SF722A,"ANUS, SPHINCTEROPLASTY FOR ANAL INCONTINENCE"
SF723A,"APPENDIX, VARIOUS LESIONS/ABSCESS, APPENDICECTOMY WITH DRAINAGE (MIS/OPEN)"
SF800A,"ABDOMINAL CAVITY, ADHESIONS (EXTENSIVE), LYSIS AS PRIMARY PROCEDURE, EXTENSIVE WITH OR WITHOUT BOWEL RESECTION (MIS/OPEN) WHERE TIME TAKEN IS MORE THAN 2HOURS"
SF801A,"ABDOMINAL CAVITY, ADHESIONS (LIMITED), LYSIS AS PRIMARY PROCEDURE (MIS/OPEN) WHERE TIME TAKEN IS LESS THAN 2HOURS"
SF802A,"ABDOMINAL CAVITY, LYMPHOMA,FOR GRADING LYMPHOMA WITH SPLENECTOMY/LIVER/LYMPH NODE BIOPSY (MIS/OPEN)"
SF803A,"ABDOMINAL CAVITY, MULTIPLE RUPTURES, MAJOR REPAIR/REMOVAL"
SF804A,"ABDOMINAL CAVITY, NEONATAL ALIMENTARY OBSTRUCTION, LAPAROTOMY"
SF805A,"ABDOMINAL/RETROPERITONEAL TUMOUR, RECURRENT RESECTION WITH OR WITHOUT VASCULAR INVOLVEMENT AND VASCULAR REPAIR"
SF806A,"ABDOMINAL CAVITY, RUPTURED VISCUS, SIMPLE REPAIR"
SF807A,"ABDOMINAL CAVITY, SUBPHRENIC ABSCESS, DRAINAGE"
SF808A,"ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY (MIS/OPEN)"
SF809A,"ABDOMINAL CAVITY, VARIOUS LESIONS, INCLUDING COLOSTOMY/ENTEROSTOMY/GASTROSTOMY (MIS/OPEN)"
SF810A,"ABDOMINAL CAVITY, VARIOUS LESIONS, NOT CLASSIFIED ELSEWHERE (MIS/OPEN)"
SF811A,"ABDOMINAL CAVITY, VARIOUS LESIONS, PARACENTESIS"
SF813A,"ABDOMINAL WALL, BURST ABDOMEN, REPAIR"
SF814A,"ABDOMINAL WALL, EPIGASTRIC/UMBILICAL HERNIA, REPAIR (MIS/OPEN)"
SF815A,"ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, OPERATING BY PLASTIC FLAP"
SF816A,"ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, REPAIR"
SF817A,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (BILATERAL)"
SF818A,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (UNILATERAL)"
SF819A,"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, UNILATERAL HERNIORRHAPHY (MIS/OPEN)"
SF820A,"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, BILATERAL HERNIORRHAPHY (MIS/OPEN)"
SF821A,"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITH BOWEL RESECTION"
SF822A,"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITHOUT BOWEL RESECTION"
SF823A,"ABDOMINAL WALL, VENTRAL/INCISIONAL/RECURRENT HERNIA, REPAIR (MIS/OPEN)"
SF826A,"ANUS, ANO-RECTAL PROLAPSE, CIRCUMANAL SUTURE"
SF827A,"ANUS, ANO-RECTAL PROLAPSE, INJECTION"
SF828A,"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITHOUT RESECTION"
SF829A,"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITH RESECTION"
SF831A,"ANUS, FISSURE, EXCISION/LATERAL SPHINCTEROTOMY"
SF832A,"ANUS, FISTULA-IN-ANO (HIGH), COMPLEX AND RECURRENT FISTULECTOMY"
SF833A,"ANUS, FISTULA-IN-ANO, EXCISION/ FISTULECTOMY"
SF834A,"ANUS, HEMORRHOIDS, INJECTION/LIGATION/BANDING"
SF835A,"ANUS, HEMORRHOIDS, CRYOSURGERY"
SF836A,"ANUS, HEMORRHOIDS, HEMORRHOIDECTOMY WITH OR WITHOUT SIGMOIDOSCOPY"
SF837A,"ANUS, HEMORRHOIDS,STAPLED HAEMORRHOIDECTOMY"
SF838A,"ANUS, HEMORRHOIDS, REMOVAL OF EXTERNAL ANAL TAGS"
SF839A,"ANUS, INCONTINENCE, OPERATION"
SF840A,"ANUS, ISCHIORECTAL ABSCESS, SAUCERISATION"
SF841A,"ANUS, PERINEAL ABSCESS, SAUCERISATION/DRAINAGE"
SF842A,"ANUS, STRICTURE, DILATATION"
SF843A,"ANUS, STRICTURE, REPAIR"
SF844A,"ANUS, THROMBOSED EXTERNAL HEMORRHOID, INCISION AND DRAINAGE"
SF845A,"ANUS, TUMOR, ABDOMINO-PERINEAL RESECTION (OPEN OR LAP)"
SF846A,"ANUS, VARIOUS LESIONS, BIOPSY OF MUSCLE/MUCOSA"
SF847A,"APPENDIX, ABSCESS, DRAINAGE ONLY"
SF848A,"APPENDIX, TUMOR, RIGHT HEMICOLECTOMY WITH/WITHOUT ADHESIOLYSIS (OPEN OR LAP)"
SF849A,"APPENDIX, VARIOUS LESIONS, APPENDICECTOMY WITHOUT DRAINAGE, MIS/OPEN"
SF850A,"ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (BILATERAL)"
SF851A,"ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (UNILATERAL)"
SF852A,"ABDOMEN/PELVIS, VARIOUS LESIONS, INSERTION OF PERITONEAL DIALYSIS CATHETER"
SF853A,"ABDOMEN/PELVIS, VARIOUS LESIONS, REMOVAL OF PERITONEAL DIALYSIS CATHETER"
SF700B,"BILE DUCT, VARIOUS LESIONS. EXCISION OF LOWER 1/3 OF COMMON BILE DUCT BUT WITH PRESERVATION OF PANCREATIC HEAD"
SF701B,"BILE DUCTS, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT / CHECK CHOLANGIOGRAM"
SF702B,"BILE DUCTS, STRICTURE, PERCUTANEOUS TRANSHEPATIC BALLOON DILATATION"
SF703B,"BILE DUCTS, STRICTURE, PERCUTANEOUS TRANSHEPATIC BILIARY STENT PLACEMENT"
SF704B,"BILE DUCTS, VARIOUS LESIONS, CHECK CHOLANGIOGRAM"
SF705B,"BILE DUCTS, VARIOUS LESIONS, PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY (PTC)"
SF706B,"BILE DUCTS, VARIOUS LESIONS, PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY AND DRAINAGE CATHETER INSERTION (PTC AND DRAINAGE)"
SF707B,"BILE DUCT/GALL BLADDER, ENDOSCOPIC DILATION OF BILIARY STRICTURE"
SF709B,"BILE DUCT/GALL BLADDER, ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP) WITH INSERTION OF NASOBILIARY DRAIN"
SF710B,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP) WITH SPHINCTEROTOMY/REMOVAL OF STONE/INSERTION OF BILIARY STENT
SF711B,"BILE DUCT, ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP)"
SF712B,"BILE DUCT/GALL BLADDER, ENDOSCOPY, ENDOSCOPIC SPHINCTEROTOMY +/- EXTRACTION OF  STONE"
SF713B,"BILE DUCTS, STONES, PERCUTANEOUS TRANSHEPATIC BILIARY STONES REMOVAL"
SF714B,"BOWEL (ESOPHAGUS, STOMACH, DUODENUM, COLON, RECTUM), STRICTURE, IMAGING GUIDED BALLOON DILATATION"
SF715B,"BOWEL (ESOPHAGUS, STOMACH, DUODENUM, COLON, RECTUM), STRICTURE, IMAGING GUIDED STENT PLACEMENT"
SF716B,"BOWELS, ENDOSCOPIC ULTRASOUND WITH COELIAC AXIS NEUROLYSIS"
SF717B,"BOWELS, ENDOSCOPIC ULTRASOUND WITH FINE NEEDLE ASPIRATION"
SF718B,"BOWELS, ENDOSCOPIC ULTRASOUND WITHOUT FINE NEEDLE ASPIRATION"
SF719B,"BOWELS, ENDOSCOPIC ULTRASOUND WITH PSEUDOCYST DRAINAGE"
SF720B,"BOWELS, ENDOSCOPIC ULTRASOUND WITH STENT INSERTION"
SF800B,"BILE DUCT, BILIARY ATRESIA, PORTO-ENTEROSTOMY"
SF801B,"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHO- DUODENOSTOMY/CHOLEDOCHO-GASTROSTOMY"
SF802B,"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHO- JEJUNOSTOMY"
SF803B,"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHOTOMY (EXPLORATION COMMON BILE DUCT ONLY)"
SF804B,"BILE DUCT, VARIOUS LESIONS. HEPATICOJEJUNOSTOMY UP TO BUT NOT INCLUDING THE CONFLUENCE OF THE HEPATIC DUCTS"
SF805B,"BILE DUCT, VARIOUS LESIONS, OPERATIVE CHOLEDOCHOSCOPY"
SF806B,"BILE DUCT, VARIOUS LESIONS, REVISION HIGH BILIARY STRICTURE/ RADICAL RESECTION"
SF807B,"BILE DUCT, VARIOUS LESIONS, TRANSDUODENAL SPHINCTEROPLASTY/ SPHINCTEROTOMY"
SF808B,"BILE DUCT, VARIOUS LESIONS, HEPATICOJEJUNOSTOMY INVOLVING ANASTOMOSIS TO HEPATIC DUCTS BUT WITHOUT LIVER RESECTION"
SF700C,CAPSULE ENDOSCOPY
SF701C,"COLON, ANTERIOR RESECTION (OPEN/MIS)"
SF702C,"COLON, COLONOSCOPY, FIBREOPTIC WITH/WITHOUT BIOPSY"
SF703C,"COLON, COLONOSCOPY (SCREENING), FIBREOPTIC WITH/WITHOUT BIOPSY"
SF704C,"COLON, COLONOSCOPY, FIBREOPTIC WITH REMOVAL OF POLYP (SINGLE OR MULTIPLE LESS THAN 1CM)"
SF705C,"COLON, COLONOSCOPY, FIBREOPTIC WITH REMOVAL OF POLYPS (MULTIPLE MORE THAN 1CM)"
SF706C,"COLON, COLONOSCOPY (SCREENING), FIBREOPTIC WITH REMOVAL OF POLYP (SINGLE OR MULTIPLE LESS THAN 1CM)"
SF707C,"COLON, COLONOSCOPY (SCREENING), FIBREOPTIC WITH REMOVAL OF POLYPS (MULTIPLE MORE THAN 1CM)"
SF708C,"COLON, COLONOSCOPY WITH ENDOSCOPIC MUCOSAL RESECTION (EMR) OF LARGE POLYPS (>3CM)"
SF709C,"COLON, HIRSCHSPRUNGâ€™S DISEASE, ENDORECTAL PULLTHROUGH (MIS)"
SF710C,"COLON, SIGMOID, SIGMOIDOSCOPY (FLEXIBLE), FIBREOPTIC WITH/WITHOUT BIOPSY"
SF711C,"COLON, SIGMOID, SIGMOIDOSCOPY WITH POLYPECTOMY WITH BIOPSY"
SF712C,"COLON, TOTAL COLECTOMY / SUBTOTAL COLECTOMY"
SF713C,"COLON, TOTAL PROCTOCOLECTOMY & ILEO-ANAL POUCH RECONSTRUCTION"
SF714C,"COLON, HIRSCHSPRUNG'S DISEASE, PULLTHROUGH FOR LONG SEGMENT DISEASE (MIS/OPEN)"
SF800C,"COLON, COLOSTOMY, CLOSURE WITHOUT RESECTION OF BOWEL"
SF802C,"COLON, VARIOUS LESIONS, COLOSTOMY"
SF803C,"COLON, VARIOUS LESIONS, RIGHT/LEFT HEMICOLECTOMY (MIS/OPEN)"
SF804C,"COLON, VARIOUS LESIONS, TOTAL COLECTOMY WITH ILEORECTAL ANASTOMOSIS/ILEOSTOMY"
SF805C,"COLON, VARIOUS LESIONS, TOTAL PROCTO-COLECTOMY AND ILEOSTOMY"
SF806C,"COLON, VARIOUS LESIONS, TRANVERSE/SIGMOID COLECTOMY (MIS/OPEN)"
